SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
SALZERELEC, EQ, 03-Jul-2020,89.35,88,92.5,88,90.1,90.7,90.62,28361,25.7,887,18252,64.36
SAMBHAAV, EQ, 03-Jul-2020,2.8,2.9,2.9,2.7,2.8,2.8,2.8,104518,2.93,187,78435,75.04
SANCO, EQ, 03-Jul-2020,10.8,10.8,11,9.7,10.8,10.75,10.69,67814,7.25,327,27110,39.98
SANDESH, EQ, 03-Jul-2020,494,485.3,502.8,485.3,499.95,499.95,498.77,101,0.5,22,66,65.35
SANDHAR, EQ, 03-Jul-2020,196.55,192.3,218.75,192.3,207.9,204.65,211.38,131950,278.92,4641,23787,18.03
SANGAMIND, EQ, 03-Jul-2020,48.45,50.85,50.85,47.45,47.45,47.6,48.24,14382,6.94,648,10181,70.79
SANGHIIND, EQ, 03-Jul-2020,25.15,25.25,25.6,24.65,24.95,24.8,25.07,375158,94.06,1249,235673,62.82
SANGHVIFOR, EQ, 03-Jul-2020,15.4,14.8,16,14.75,15.75,15.75,15.23,1549,0.24,15,1229,79.34
SANGHVIMOV, EQ, 03-Jul-2020,58.95,58.6,64.8,58.6,64.8,64.8,62.56,39211,24.53,599,30655,78.18
SANGINITA, EQ, 03-Jul-2020,96.95,105.95,105.95,92,98.5,97.8,99.88,48996,48.94,775,27631,56.39
SANOFI, EQ, 03-Jul-2020,7866.7,7851.9,7884,7777,7790,7796.15,7826,12892,1008.93,3744,8882,68.9
SANWARIA, BE, 03-Jul-2020,3.5,3.35,3.35,3.35,3.35,3.35,3.35,567956,19.03,717, -, -
SARDAEN, EQ, 03-Jul-2020,166.35,168.3,169.1,165.1,165.45,165.8,166.78,19868,33.14,665,10675,53.73
SAREGAMA, EQ, 03-Jul-2020,427.05,432,434,425,425,426.3,427.6,3367,14.4,205,2282,67.78
SARLAPOLY, EQ, 03-Jul-2020,18.65,18.65,19.15,18.1,18.4,18.35,18.57,38651,7.18,167,29590,76.56
SASKEN, EQ, 03-Jul-2020,470.75,470.1,491.9,470.1,475,474.35,480.85,32297,155.3,2155,13553,41.96
SASTASUNDR, EQ, 03-Jul-2020,82.05,82.95,82.95,77.05,79.55,78.35,78.93,2336,1.84,121,1555,66.57
SATHAISPAT, BE, 03-Jul-2020,2.3,2.3,2.3,2.2,2.2,2.2,2.21,2700,0.06,11, -, -
SATIA, EQ, 03-Jul-2020,77.1,77,80,62,74.55,73.65,73.78,29588,21.83,520,10766,36.39
SATIN, EQ, 03-Jul-2020,83.7,87.45,87.45,84.05,84.35,85.3,85.89,74656,64.12,952,43975,58.9
SBICARD, EQ, 03-Jul-2020,654.2,661.35,677.05,654.2,672,674.85,669.44,2461518,16478.44,97803,978579,39.76
SBIETFQLTY, EQ, 03-Jul-2020,94.36,92.5,95.45,92.5,94.2,94.21,94.7,1054,1,65,1023,97.06
SBILIFE, EQ, 03-Jul-2020,814.05,821,846,819.35,842.05,844.05,835.85,2085481,17431.44,79325,686974,32.94
SBIN, EQ, 03-Jul-2020,185.45,186.65,186.85,183.4,184.65,184.7,184.82,38050996,70325.39,169515,6310460,16.58
SBIN, N2, 03-Jul-2020,11043,10960,10960,10680,10680,10703.94,10758.6,567,61,165,526,92.77
SBIN, N5, 03-Jul-2020,11054.12,11067,11067,10770,10834.95,10817.68,10842.47,6522,707.15,1138,5548,85.07
SBIN, N6, 03-Jul-2020,11000,10800,10800,10698,10698,10699.77,10710,77,8.25,15,77,100
SCAPDVR, BE, 03-Jul-2020,1.25,1.3,1.3,1.3,1.3,1.3,1.3,300014,3.9,128, -, -
SCHAEFFLER, EQ, 03-Jul-2020,3536.65,3531,3683.1,3531,3674,3659.95,3583.12,10210,365.84,1219,7837,76.76
SCHAND, BE, 03-Jul-2020,47.65,49.3,50,45.5,50,49.35,48.96,104746,51.29,502, -, -
SCHNEIDER, EQ, 03-Jul-2020,81.45,81.95,83.9,81.2,82.6,82.4,82.64,280692,231.96,2588,60023,21.38
SCI, EQ, 03-Jul-2020,60.5,62.7,62.7,59.55,60.15,60.15,60.64,6582798,3992.13,24028,2373450,36.06
SDBL, EQ, 03-Jul-2020,71.9,74.5,74.5,70,70.2,70.7,71.27,27892,19.88,580,18829,67.51
SEAMECLTD, EQ, 03-Jul-2020,360.2,363.95,369.5,360.05,361.05,361.95,362.53,29683,107.61,1400,7606,25.62
SECURCRED, SM, 03-Jul-2020,18.05,17.2,18.95,17.2,18.95,18.95,18.55,3000,0.56,5,2400,80
SELAN, EQ, 03-Jul-2020,102.2,102.15,104,100.5,104,103.2,102.61,15214,15.61,799,7259,47.71
SELMCL, BZ, 03-Jul-2020,0.95,1,1,1,1,1,1,726501,7.27,32, -, -
SEPOWER, BE, 03-Jul-2020,3.1,3.1,3.1,3,3,3,3.01,32599,0.98,76, -, -
SEQUENT, EQ, 03-Jul-2020,95.2,96.4,97.25,94,94,94.65,95.23,733004,698.03,4950,363124,49.54
SESHAPAPER, EQ, 03-Jul-2020,154.45,155.45,157.95,154,154.9,154.75,155.42,70683,109.85,1053,50678,71.7
SETCO, EQ, 03-Jul-2020,10.9,11.2,11.2,10.35,10.55,10.6,10.77,82994,8.94,271,51982,62.63
SETF10GILT, EQ, 03-Jul-2020,201.5,201.4,201.4,196.1,199.5,198.13,198.49,97,0.19,16,55,56.7
SETFGOLD, EQ, 03-Jul-2020,4329.65,4334,4349,4301,4325,4332.95,4331.04,13010,563.47,2157,9537,73.31
SETFNIF50, EQ, 03-Jul-2020,108.67,109,109.5,108.4,109.2,109.06,108.95,1002240,1091.97,2901,901684,89.97
SETFNIFBK, EQ, 03-Jul-2020,218.47,219,220,216.8,217.79,217.57,217.96,57102,124.46,849,41614,72.88
SETFNN50, EQ, 03-Jul-2020,267.99,267.99,269.8,266,268.9,268.19,267.91,6064,16.25,237,4994,82.35
SETUINFRA, BE, 03-Jul-2020,1.35,1.4,1.4,1.3,1.35,1.35,1.37,444895,6.08,258, -, -
SEYAIND, EQ, 03-Jul-2020,99.5,94.55,94.55,94.55,94.55,94.55,94.55,6301,5.96,84,6301,100
SFL, EQ, 03-Jul-2020,1448.25,1433,1465,1433,1449,1449.9,1449.98,21129,306.37,2369,20174,95.48
SGBAPR28I, GB, 03-Jul-2020,4768.8,4767,4780,4740,4777.9,4755.3,4754.89,447,21.25,56,374,83.67
SGBAUG24, GB, 03-Jul-2020,4947.66,4926,4980,4900,4977,4969.23,4924.09,206,10.14,33,201,97.57
SGBAUG27, GB, 03-Jul-2020,4825,4790,4820,4780,4820,4820,4786,102,4.88,4,102,100
SGBDC27VII, GB, 03-Jul-2020,4800,4800,4851,4800,4851,4850.99,4825.5,20,0.97,6,20,100
SGBDEC25, GB, 03-Jul-2020,4850,4789.99,4789.99,4789.99,4789.99,4789.99,4789.99,85,4.07,5,85,100
SGBDEC2513, GB, 03-Jul-2020,4751,4880,4880,4790,4800,4800,4808.64,44,2.12,5,44,100
SGBDEC25XI, GB, 03-Jul-2020,4800,4800,4800,4800,4800,4800,4800,5,0.24,1,5,100
SGBFEB24, GB, 03-Jul-2020,4901,4863,4900,4863,4900,4899.99,4899,37,1.81,7,37,100
SGBFEB27, GB, 03-Jul-2020,4790,4791,4791,4791,4791,4791,4791,9,0.43,3,9,100
SGBFEB28IX, GB, 03-Jul-2020,4755.1,4755,4789.99,4755,4787.99,4788.79,4763.3,33,1.57,6,25,75.76
SGBJ28VIII, GB, 03-Jul-2020,4795,4742,4834.99,4742,4770,4770,4782.33,3,0.14,3,3,100
SGBJAN26, GB, 03-Jul-2020,4752.5,4780,4780,4780,4780,4780,4780,8,0.38,2,8,100
SGBJUL25, GB, 03-Jul-2020,4790,4780,4880,4775,4880,4880,4787.17,46,2.2,9,46,100
SGBJUL27, GB, 03-Jul-2020,4830.76,4770,4829.9,4763.01,4809.9,4809.9,4786.47,8,0.38,5,7,87.5
SGBJUN27, GB, 03-Jul-2020,4800,4800,4800,4790,4790,4790,4793.75,8,0.38,2,8,100
SGBJUN28, GB, 03-Jul-2020,4770.36,4765,4799,4750,4750,4759.28,4775.78,565,26.98,89,549,97.17
SGBMAR24, GB, 03-Jul-2020,4868,4929.99,4929.99,4863,4863,4863,4879.75,4,0.2,3,4,100
SGBMAR25, GB, 03-Jul-2020,4799.99,4797.95,4797.95,4780,4795.99,4795.99,4795.84,42,2.01,4,42,100
SGBMAR28X, GB, 03-Jul-2020,4781.42,4735,4799,4735,4799,4799,4773.65,17,0.81,5,16,94.12
SGBMAY25, GB, 03-Jul-2020,4800,4762,4800,4761,4791,4791,4771.07,60,2.86,8,41,68.33
SGBMAY26, GB, 03-Jul-2020,4801.01,4829.9,4829.9,4750.01,4815,4815,4807.84,7,0.34,3,7,100
SGBMAY28, GB, 03-Jul-2020,4799.89,4799,4799,4740,4769,4748.92,4754.92,461,21.92,57,461,100
SGBNOV23, GB, 03-Jul-2020,4906.6,4906.6,4969.5,4906.6,4969.5,4969.5,4917.08,6,0.3,2,6,100
SGBNOV24, GB, 03-Jul-2020,4886.28,4876,4886,4852,4875,4875.25,4875.58,117,5.7,25,112,95.73
SGBNOV25, GB, 03-Jul-2020,4800,4800,4820,4735,4790,4790,4808.04,114,5.48,8,110,96.49
SGBNOV258, GB, 03-Jul-2020,4800,4800,4800,4800,4800,4800,4800,5,0.24,3,5,100
SGBNOV25IX, GB, 03-Jul-2020,4800,4810,4810,4810,4810,4810,4810,1,0.05,1,1,100
SGBNOV25VI, GB, 03-Jul-2020,4880,4716,4716.05,4716,4716.01,4716.01,4716.01,10,0.47,3,10,100
SGBNOV26, GB, 03-Jul-2020,4795,4820,4820,4820,4820,4820,4820,1,0.05,1,1,100
SGBOCT25, GB, 03-Jul-2020,4801,4801,4999,4801,4999,4999,4812.12,25,1.2,5,25,100
SGBOCT25IV, GB, 03-Jul-2020,4840,4838.9,4838.9,4838.9,4838.9,4838.9,4838.9,3,0.15,2,3,100
SGBOCT26, GB, 03-Jul-2020,4890,4760,4760,4751.01,4751.01,4751.01,4753.71,10,0.48,2,10,100
SGBOCT27, GB, 03-Jul-2020,4880,4849.9,4940,4800,4884.99,4884.99,4895.89,55,2.69,9,50,90.91
SGBOCT27VI, GB, 03-Jul-2020,4800,4800,4850,4800,4839.9,4839.9,4811.48,20,0.96,6,20,100
SGBSEP24, GB, 03-Jul-2020,4877,4834.5,4874,4833.1,4833.1,4847.54,4848.32,144,6.98,40,138,95.83
SGBSEP27, GB, 03-Jul-2020,4799,4780,4780,4780,4780,4780,4780,11,0.53,2,11,100
SGL, EQ, 03-Jul-2020,9.1,9.1,9.1,8.5,8.65,8.65,8.64,55563,4.8,134,39115,70.4
SHAHALLOYS, BE, 03-Jul-2020,8.45,8.35,8.35,8.35,8.35,8.35,8.35,400,0.03,1, -, -
SHAKTIPUMP, BE, 03-Jul-2020,167.7,171.9,174,168,173.25,172.9,171.28,19246,32.96,338, -, -
SHALBY, EQ, 03-Jul-2020,70.15,70.25,70.7,69.2,69.3,69.45,69.82,65370,45.64,916,38117,58.31
SHALPAINTS, EQ, 03-Jul-2020,61.6,63,63.05,61.4,61.75,61.65,62.02,81227,50.38,2038,55031,67.75
SHANKARA, EQ, 03-Jul-2020,368.5,371.9,378.8,363.2,366,366.4,369.29,45313,167.33,1532,22401,49.44
SHANTI, SM, 03-Jul-2020,20.15,24.15,24.15,24.15,24.15,24.15,24.15,4500,1.09,1,4500,100
SHANTIGEAR, EQ, 03-Jul-2020,87.95,88.3,88.75,87.15,87.45,87.55,87.89,18021,15.84,404,13004,72.16
SHARDACROP, EQ, 03-Jul-2020,265.35,264,271,252.1,252.1,252.1,254.98,46204,117.81,1035,32313,69.94
SHARDAMOTR, EQ, 03-Jul-2020,833.5,830.45,845,805.6,810,814.4,827.35,2152,17.8,312,1736,80.67
SHARIABEES, EQ, 03-Jul-2020,253,253,253,253,253,253,253,42,0.11,4,42,100
SHEMAROO, EQ, 03-Jul-2020,62.5,62.95,64.85,60,61.85,62.25,62.08,124117,77.05,936,103820,83.65
SHIL, EQ, 03-Jul-2020,79.7,79.7,82.6,79,80.05,81.4,80.76,25665,20.73,555,15156,59.05
SHILPAMED, EQ, 03-Jul-2020,464.6,469.4,485.95,463.9,472.6,471.7,475.76,123270,586.47,4962,39724,32.23
SHIRPUR-G, EQ, 03-Jul-2020,9,9.2,9.45,8.55,8.55,8.55,8.92,156563,13.96,326,120500,76.97
SHIVAMAUTO, BE, 03-Jul-2020,16.45,16.75,16.75,15.8,16,15.95,16.07,54761,8.8,337, -, -
SHIVAMILLS, EQ, 03-Jul-2020,25.4,26,26.4,24.55,25.75,25.1,25.23,4454,1.12,140,1958,43.96
SHIVATEX, EQ, 03-Jul-2020,87.05,89.8,91.4,86.45,90.05,90.15,90.44,10033,9.07,236,5767,57.48
SHK, EQ, 03-Jul-2020,68,68.3,69.55,66.5,67.35,67.7,68.11,805837,548.84,4544,274276,34.04
SHOPERSTOP, EQ, 03-Jul-2020,167.9,170.95,170.95,167,168,168,168.05,78144,131.32,1504,55129,70.55
SHRADHA, SM, 03-Jul-2020,24.4,24.4,24.4,24.4,24.4,24.4,24.4,2000,0.49,1,2000,100
SHREDIGCEM, EQ, 03-Jul-2020,52.2,52.6,54.2,51.1,52.7,52.75,52.87,1029500,544.33,4339,544372,52.88
SHREECEM, EQ, 03-Jul-2020,22762.85,22985,22987.55,22737.55,22782.9,22872.65,22857.11,31513,7202.96,9707,5262,16.7
SHREEPUSHK, EQ, 03-Jul-2020,90.9,91.5,95.25,91.5,94,94.5,93.73,47375,44.4,1006,31779,67.08
SHREERAMA, EQ, 03-Jul-2020,5.05,5.05,5.1,4.8,4.9,4.9,4.86,16941,0.82,90,14194,83.78
SHRENIK, EQ, 03-Jul-2020,43.95,44,45.9,43,43,43.15,44.25,48815,21.6,164,38784,79.45
SHREYANIND, EQ, 03-Jul-2020,80.55,80.95,81.45,78,80.4,79.3,79.31,20169,16,403,14775,73.26
SHREYAS, EQ, 03-Jul-2020,59.55,61.8,62.5,60.2,62.5,62.5,62.36,20933,13.05,142,16963,81.03
SHRIPISTON, BE, 03-Jul-2020,590,589.95,589.95,560.5,578,572.2,567.25,360,2.04,21, -, -
SHRIRAMCIT, EQ, 03-Jul-2020,685.05,690,690,673,677.85,676.9,679.84,63728,433.25,4031,30748,48.25
SHRIRAMEPC, EQ, 03-Jul-2020,4.55,4.35,4.35,4.35,4.35,4.35,4.35,146564,6.38,181,146564,100
SHYAMCENT, BE, 03-Jul-2020,3.85,3.95,3.95,3.7,3.85,3.85,3.77,23563,0.89,67, -, -
SICAGEN, EQ, 03-Jul-2020,13.3,13.5,13.95,13.3,13.55,13.55,13.53,5437,0.74,63,4830,88.84
SICAL, EQ, 03-Jul-2020,10.95,11.2,11.2,10.45,10.45,10.45,10.62,538263,57.16,835,412530,76.64
SIEMENS, EQ, 03-Jul-2020,1094.55,1102,1153.7,1096.4,1147.5,1149.2,1132.27,1900240,21515.81,64123,548870,28.88
SIGIND, EQ, 03-Jul-2020,22.45,22.7,23.5,22.05,22.4,22.45,22.5,4902,1.1,85,2927,59.71
SIL, BE, 03-Jul-2020,9.95,9.95,10.3,9.6,10.3,10.3,9.99,3281,0.33,22, -, -
SILINV, EQ, 03-Jul-2020,139.95,135.55,141.95,135.55,138.5,139.15,138.55,2859,3.96,72,1969,68.87
SIMBHALS, BE, 03-Jul-2020,6.75,6.65,7.05,6.45,7.05,6.95,6.59,56559,3.73,80, -, -
SIMPLEXINF, EQ, 03-Jul-2020,27.9,28.2,28.45,27.5,28.2,27.9,27.85,137413,38.27,934,86422,62.89
SINTERCOM, SM, 03-Jul-2020,59,59.5,60,59.5,60,60,59.67,6000,3.58,3,2000,33.33
SINTEX, BE, 03-Jul-2020,2.9,3,3,2.9,3,3,2.99,11018380,329.93,5955, -, -
SIRCA, EQ, 03-Jul-2020,209.8,212,222,207,221.25,219.85,218.34,29611,64.65,1186,18890,63.79
SIS, EQ, 03-Jul-2020,383.05,385.25,400,380.05,383,384.25,389.28,60135,234.1,3209,21769,36.2
SITINET, BE, 03-Jul-2020,2.3,2.4,2.4,2.2,2.25,2.2,2.26,2229780,50.37,772, -, -
SIYSIL, EQ, 03-Jul-2020,132.8,135.8,135.8,132.5,134.8,134.4,133.81,40846,54.66,1028,27195,66.58
SJVN, EQ, 03-Jul-2020,21.75,21.8,22.2,21.75,21.95,21.95,21.95,1146447,251.59,2231,550616,48.03
SKFINDIA, EQ, 03-Jul-2020,1666.7,1680,1715,1671,1711.1,1703.45,1692.62,75839,1283.66,7918,40321,53.17
SKIL, BE, 03-Jul-2020,4.25,4.25,4.45,4.05,4.25,4.05,4.13,154952,6.4,129, -, -
SKIPPER, EQ, 03-Jul-2020,41.6,41.7,41.7,40.1,40.4,40.35,40.6,127576,51.79,1154,92264,72.32
SKMEGGPROD, EQ, 03-Jul-2020,32,32,33.4,32,33.35,33.05,32.92,16389,5.39,412,7682,46.87
SMARTLINK, EQ, 03-Jul-2020,68.25,69.3,73.1,68.45,69.5,69.8,70.76,7839,5.55,214,4625,59
SMLISUZU, EQ, 03-Jul-2020,379.45,382.8,390,376.05,379.55,378.85,382.34,41602,159.06,1989,17910,43.05
SMSLIFE, EQ, 03-Jul-2020,304.75,306,308,295.5,300.5,298.6,299.45,8315,24.9,258,5421,65.2
SMSPHARMA, EQ, 03-Jul-2020,64.75,65.2,66.4,63.65,64.15,64.1,64.8,145651,94.39,1745,77736,53.37
SNOWMAN, EQ, 03-Jul-2020,28.95,28.95,29.9,28.95,29.4,29.4,29.42,287060,84.46,1386,113196,39.43
SOBHA, EQ, 03-Jul-2020,222.75,223.3,226.9,221,221.45,222.55,223.43,104271,232.98,2160,44763,42.93
SOFTTECH, SM, 03-Jul-2020,38,39,39.9,39,39.9,39.75,39.76,11200,4.45,4,11200,100
SOLARA, EQ, 03-Jul-2020,645.6,645.7,657.5,638.2,640,641.2,649.36,64601,419.5,3987,38451,59.52
SOLARINDS, EQ, 03-Jul-2020,990.95,995.9,1020.15,995,1000,1003.85,1006.06,20119,202.41,2268,10314,51.26
SOMANYCERA, EQ, 03-Jul-2020,123.05,125.25,126,121.15,125.05,125.05,123.96,117646,145.83,2168,72164,61.34
SOMICONVEY, EQ, 03-Jul-2020,19.65,21,21,17.7,19.05,18.95,19,119427,22.69,642,43599,36.51
SONAMCLOCK, SM, 03-Jul-2020,39,39.4,39.6,39.25,39.25,39.25,39.46,36000,14.21,4,36000,100
SONATSOFTW, EQ, 03-Jul-2020,236.8,235.9,242.7,235.9,237.55,238.25,238.81,214987,513.42,4437,53984,25.11
SONISOYA, SM, 03-Jul-2020,17.05,17.9,17.9,17.9,17.9,17.9,17.9,12000,2.15,2,12000,100
SORILINFRA, EQ, 03-Jul-2020,71.1,71.1,71.1,67.55,67.55,67.55,68.04,107802,73.35,1438,74349,68.97
SOTL, EQ, 03-Jul-2020,682.8,662.1,699,662.1,682,680.25,680.34,711,4.84,106,496,69.76
SOUTHBANK, EQ, 03-Jul-2020,8.05,8.45,8.45,8,8.15,8.1,8.17,20492571,1673.88,18203,14325783,69.91
SOUTHWEST, BE, 03-Jul-2020,21.05,21.7,22,20.05,21.5,20.65,20.95,12014,2.52,32, -, -
SPAL, EQ, 03-Jul-2020,79.65,82.95,82.95,77.65,78,78.4,79.54,20492,16.3,397,12207,59.57
SPANDANA, EQ, 03-Jul-2020,552.95,566,566,550,551.65,552.4,554.13,13914,77.1,716,7979,57.35
SPARC, EQ, 03-Jul-2020,159.1,158.6,161.2,157,157.5,157.7,159.01,483672,769.08,6719,158338,32.74
SPECIALITY, EQ, 03-Jul-2020,31.05,31.15,31.75,30.65,31.2,31,31,24401,7.57,227,16092,65.95
SPENCERS, EQ, 03-Jul-2020,95.45,95.85,99.65,92.65,95.9,96.5,96.46,4421342,4264.66,31548,976751,22.09
SPENTEX, BE, 03-Jul-2020,1.1,1.15,1.15,1.05,1.05,1.05,1.08,197302,2.13,215, -, -
SPIC, EQ, 03-Jul-2020,20.05,20.05,20.65,19.35,20,19.65,19.71,123836,24.41,652,87234,70.44
SPICEJET, EQ, 03-Jul-2020,50.25,50.4,51.2,49.4,50.1,50.15,50.3,2717505,1366.84,9603,1025959,37.75
SPLIL, EQ, 03-Jul-2020,31.45,31.6,32,30.3,30.9,30.6,31.11,76438,23.78,647,46392,60.69
SPMLINFRA, EQ, 03-Jul-2020,9.75,10.2,10.2,9.3,9.35,9.4,9.73,24194,2.35,141,16768,69.31
SPTL, BE, 03-Jul-2020,3.3,3.45,3.45,3.45,3.45,3.45,3.45,2225602,76.78,870, -, -
SREEL, EQ, 03-Jul-2020,125.1,129.45,139.05,126.05,132.9,133.1,131.55,54237,71.35,1028,32639,60.18
SREIBNPNCD, NJ, 03-Jul-2020,840,830,865,830,865,848.33,838.15,135,1.13,3,135,100
SREIBNPNCD, NN, 03-Jul-2020,1040,1025,1173,1025,1173,1173,1090.78,164,1.79,11,121,73.78
SREIBNPNCD, NO, 03-Jul-2020,800,800,800,800,800,800,800,35,0.28,4,35,100
SREIBNPNCD, NQ, 03-Jul-2020,840,840,850,840,840,840,840.45,1222,10.27,12,1222,100
SREIBNPNCD, NU, 03-Jul-2020,729,792,792,789.95,790,790,790.66,50,0.4,6,50,100
SREINFRA, EQ, 03-Jul-2020,8.6,8.25,8.6,8.2,8.2,8.2,8.27,4114573,340.42,3691,2440310,59.31
SRF, EQ, 03-Jul-2020,3654.2,3655.35,3685.35,3630,3645,3643.4,3650.77,63209,2307.61,5451,16078,25.44
SRHHYPOLTD, EQ, 03-Jul-2020,126.9,126.95,128,122.25,125.8,126,125.18,14113,17.67,456,9666,68.49
SRIPIPES, EQ, 03-Jul-2020,179.8,181.85,193.25,177.3,189.55,190.1,188.84,272563,514.69,6598,101776,37.34
SRPL, SM, 03-Jul-2020,25.9,23.5,23.5,23.5,23.5,23.5,23.5,4000,0.94,1,4000,100
SRTRANSFIN, EQ, 03-Jul-2020,697.95,704.7,708,689.05,694.35,696,698.17,2763971,19297.16,42697,214780,7.77
SRTRANSFIN, Y3, 03-Jul-2020,1042,1043,1043,1024.5,1038.9,1036.64,1028.96,2640,27.16,45,1785,67.61
SRTRANSFIN, Y9, 03-Jul-2020,1018,1019,1020,1006,1012.49,1012.49,1012.49,2352,23.81,32,2183,92.81
SRTRANSFIN, YG, 03-Jul-2020,1897.15,1917.5,1917.5,1917.5,1917.5,1917.5,1917.5,2,0.04,1,2,100
SRTRANSFIN, YH, 03-Jul-2020,966.09,975,975,975,975,975,975,150,1.46,2,150,100
SRTRANSFIN, YI, 03-Jul-2020,973.33,984.9,984.9,970.05,970.05,970.05,974.01,136,1.32,6,95,69.85
SRTRANSFIN, YJ, 03-Jul-2020,984.74,960.5,980,960.5,979.98,979.98,972.47,1698,16.51,38,1365,80.39
SRTRANSFIN, YK, 03-Jul-2020,964,966,966,940,948,947.99,949.1,3320,31.51,73,2416,72.77
SRTRANSFIN, YL, 03-Jul-2020,950,954,954,921.5,921.5,950.61,950.67,705,6.7,15,705,100
SRTRANSFIN, YM, 03-Jul-2020,1156.85,1155,1155,1150.25,1151.6,1151.6,1151.5,250,2.88,23,250,100
SRTRANSFIN, YN, 03-Jul-2020,1098.24,1086,1108,1086,1108,1107.65,1104.08,364,4.02,11,258,70.88
SRTRANSFIN, YO, 03-Jul-2020,985,985,985,985,985,985,985,50,0.49,1,50,100
SRTRANSFIN, YP, 03-Jul-2020,987,986.98,987,986.98,987,987,987,113,1.12,3,113,100
SRTRANSFIN, YQ, 03-Jul-2020,1016,1017,1034,1017,1034,1029.48,1019.94,913,9.31,27,794,86.97
SRTRANSFIN, YR, 03-Jul-2020,1010,1010.1,1020,1010,1010,1010,1013.5,438,4.44,15,335,76.48
SRTRANSFIN, YS, 03-Jul-2020,1050,1045,1045,1045,1045,1045,1045,24,0.25,1,24,100
SRTRANSFIN, YT, 03-Jul-2020,1130,1129.99,1130,1129.99, ,1130,1130,379,4.28,6,379,100
SRTRANSFIN, YV, 03-Jul-2020,999,996,996,990,990,990,995,60,0.6,2,60,100
SRTRANSFIN, YX, 03-Jul-2020,982.51,982.51,1011.99,981,998,998,990.58,575,5.7,16,515,89.57
SRTRANSFIN, YY, 03-Jul-2020,984.8,980,985,980,985,985,983.04,104,1.02,8,99,95.19
SRTRANSFIN, Z5, 03-Jul-2020,975,995,995,995,995,995,995,26,0.26,2,26,100
SRTRANSFIN, Z6, 03-Jul-2020,1025,1040,1040,1040,1040,1040,1040,50,0.52,1,50,100
SRTRANSFIN, Z8, 03-Jul-2020,1000,1000,1019.8,1000,1019.8,1019.8,1013.2,45,0.46,2,45,100
SRTRANSFIN, Z9, 03-Jul-2020,1035,1035,1035,950,950,950,988.04,230,2.27,4,230,100
SRTRANSFIN, ZA, 03-Jul-2020,965,906.1,965,906.1,965,965,935.55,90,0.84,2,45,50
SSINFRA, SM, 03-Jul-2020,8.05,8.45,8.45,8.45,8.45,8.45,8.45,6000,0.51,2,6000,100
SSWL, EQ, 03-Jul-2020,433.7,432,447,428.65,435.8,431.75,435.76,48940,213.26,2334,11435,23.37
STAR, EQ, 03-Jul-2020,412.9,416.65,425.25,410,413,413.45,415.91,482554,2006.98,10200,116007,24.04
STARCEMENT, EQ, 03-Jul-2020,87.95,89.15,91.5,87,90.05,90.4,89.69,326645,292.97,4016,102635,31.42
STARPAPER, EQ, 03-Jul-2020,106.6,107.75,108.5,105.15,106.25,106.35,106.81,177598,189.7,2678,72098,40.6
STCINDIA, EQ, 03-Jul-2020,46.4,48.35,48.7,48,48.7,48.7,48.62,32638,15.87,310,28325,86.79
STEELCITY, EQ, 03-Jul-2020,29.85,29,30.3,28.4,29.2,29.2,29.42,5027,1.48,41,4702,93.53
STEELXIND, BE, 03-Jul-2020,27.5,26.3,28.2,26.2,26.25,27.2,27.4,266341,72.97,181, -, -
STEL, EQ, 03-Jul-2020,62.65,63.9,64,56.8,59.75,60.3,60.14,26131,15.71,525,14207,54.37
STERTOOLS, EQ, 03-Jul-2020,168.5,171,175,167.95,169.6,170.3,171.47,36445,62.49,353,29655,81.37
STINDIA, BE, 03-Jul-2020,3.7,3.65,3.65,3.55,3.55,3.55,3.62,1438,0.05,7, -, -
STRTECH, EQ, 03-Jul-2020,126.85,126.9,131,123.5,127.9,127.85,128.4,3207490,4118.42,35366,771174,24.04
SUBCAPCITY, BE, 03-Jul-2020,5.95,6.2,6.2,6.2,6.2,6.2,6.2,10,0,1, -, -
SUBEX, BE, 03-Jul-2020,8.25,8.3,8.4,7.85,7.85,7.9,7.98,986382,78.74,1258, -, -
SUBROS, EQ, 03-Jul-2020,178.25,179,184,175,175.9,175.85,179.84,526556,946.97,14037,201114,38.19
SUDARSCHEM, EQ, 03-Jul-2020,390.45,392.4,393.6,383.95,387.5,386.8,388.01,121889,472.95,4131,29488,24.19
SUMEETINDS, BE, 03-Jul-2020,2.4,2.5,2.5,2.5,2.5,2.5,2.5,110225,2.76,68, -, -
SUMICHEM, EQ, 03-Jul-2020,271.7,273.8,279.85,272.5,278.2,277.85,277.31,548437,1520.87,6284,310257,56.57
SUMIT, BE, 03-Jul-2020,11.25,11.25,11.8,10.7,10.85,10.95,11.03,11082,1.22,56, -, -
SUMMITSEC, EQ, 03-Jul-2020,335.25,335,340.75,333.15,338,336.4,335.33,5834,19.56,228,4994,85.6
SUNCLAYLTD, EQ, 03-Jul-2020,1698.25,1698,1732.45,1687.4,1715,1706.95,1716.27,2655,45.57,473,1690,63.65
SUNDARAM, BE, 03-Jul-2020,1.7,1.65,1.65,1.65,1.65,1.65,1.65,60508,1,53, -, -
